case_id,category,matched_text,context
jammu_2025_13195192,scientific_reports,medical,ability element of pension. the release medical board has not considered whether servic
jammu_2025_13195192,scientific_reports,medical,"n 2008, entitlement rules, the guide to medical officers (military pension), 2008, as a"
jammu_2025_13195192,scientific_reports,medical,"on.""  since the one line opinion of the medical board is vague and cryptic, therefore,"
jammu_2025_13195192,scientific_reports,medical,"titute to clear, unambiguous and cogent medical reasons required to disentitle the wp(c"
jammu_2025_13195192,scientific_reports,medical,ability element of pension. the release medical board has not considered whether servic
jammu_2025_13195192,scientific_reports,medical,"n 2008, entitlement rules, the guide to medical officers wp(c) no.3173/2023 along with"
jammu_2025_13195192,scientific_reports,medical,"n 2008, entitlement rules, the guide to medical officers (military pension), 2008, as a"
jammu_2025_13195192,scientific_reports,medical,"b&c) since the one line opinion of the medical board is vague and cryptic, therefore,"
jammu_2025_13195192,scientific_reports,medical,nected matters163unambiguous and cogent medical reasons required to disentitle the resp
jammu_2025_13195192,scientific_reports,medical,"n 2008, entitlement rules, the guide to medical officers wp(c) no.3173/2023 along with"
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said wi"
jammu_2025_13195192,scientific_reports,medical,aggravated by military service. strong medical evidence is required to accept the caus
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said th"
jammu_2025_13195192,scientific_reports,medical,"service, as the one line opinion by the medical board in respect of disability with reg"
jammu_2025_13195192,scientific_reports,medical,"ute for a clear, unambiguous and cogent medical reasons required to disentitle the pers"
jammu_2025_13195192,scientific_reports,medical,to the petitioners to convene a review medical board to render clear opinion with rega
jammu_2025_13195192,scientific_reports,medical,"the basis of the opinion of the review medical board, the respondent shall be granted"
jammu_2025_13195192,scientific_reports,medical,"ischarged on 31st december, 2020 in low medical category. at the time of discharge, the"
jammu_2025_13195192,scientific_reports,medical,". at the time of discharge, the release medical board held on 26th october, 2020 assess"
jammu_2025_13195192,scientific_reports,medical,"n 2008, entitlement rules, the guide to medical officers (military pension), 2008, as a"
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be wp(c) n"
jammu_2025_13195192,scientific_reports,medical,"service, as the one line opinion by the medical board in respect of the disability with"
jammu_2025_13195192,scientific_reports,medical,"itute for clear, unambiguous and cogent medical reasons required to disentitle the resp"
jammu_2025_13195192,scientific_reports,medical,n discarding the opinion of the release medical board with regard to attributability to
jammu_2025_13195192,scientific_reports,medical,"d have by clear, unambiguous and cogent medical evidence established that the disabilit"
jammu_2025_13195192,scientific_reports,medical,"itary service, we have gone through the medical record produced by the petitioners. the"
jammu_2025_13195192,scientific_reports,medical,etitioners. the relevant portion of the medical opinion is set out below:-  disability
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said th"
jammu_2025_13195192,scientific_reports,medical,sc service. the one line opinion of the medical board that the disability is neither at
jammu_2025_13195192,scientific_reports,medical,"itute for clear, unambiguous and cogent medical reason to disentitle the respondent fro"
jammu_2025_13195192,scientific_reports,medical,t in a position to accept or reject the medical opinion rendered by the release medical
jammu_2025_13195192,scientific_reports,medical,"medical opinion rendered by the release medical board, for, its opinion is vague and cr"
jammu_2025_13195192,scientific_reports,medical,itioners are directed to convene review medical board of the respondents to render clea
jammu_2025_13195192,scientific_reports,medical,ndent to the dsc service. if the review medical board finds the disability attributable
jammu_2025_13195192,scientific_reports,medical,respondent was examined by the release medical board which assessed the disability 'i.
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said th"
jammu_2025_13195192,scientific_reports,medical,y service. this one line opinion of the medical board that the disability is neither at
jammu_2025_13195192,scientific_reports,medical,"stitute a clear, unambiguous and cogent medical reasons to disentitle the respondent fr"
jammu_2025_13195192,scientific_reports,medical,sdiction to sit over the opinion of the medical board cannot be conceded to it. it is o
jammu_2025_13195192,scientific_reports,medical,ity for placing it before the appellate medical board for reconsideration. this issue w
jammu_2025_13195192,scientific_reports,medical,to sit over the opinion of the experts (medical board) while dealing with the case of g
jammu_2025_13195192,scientific_reports,medical,petitioner was subjected to any higher medical board before the chief controller of de
jammu_2025_13195192,scientific_reports,medical,over the judgment of the experts in the medical line and comment upon the extent of dis
jammu_2025_13195192,scientific_reports,medical,g any reference to a detailed or higher medical board which can be constituted under th
jammu_2025_13195192,scientific_reports,medical,"d rules by the director general of army medical corp."" ""14. cerebrovascular accident (s"
jammu_2025_13195192,scientific_reports,medical,uently being discharged from service on medical grounds any deterioration in his health
jammu_2025_13195192,scientific_reports,medical,"presumption, however, is rebuttable by medical opinion holding by reasons that the dis"
jammu_2025_13195192,scientific_reports,medical,disease could not have been detected on medical examination prior to acceptance of serv
jammu_2025_13195192,scientific_reports,medical,"tlement rules. in the instant case, the medical opinion does not say anything more than"
jammu_2025_13195192,scientific_reports,medical,he nature of disability assessed by the medical board and found that the disability not
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said th"
jammu_2025_13195192,scientific_reports,medical,"service, as the one line opinion by the medical board in respect of the disability with"
jammu_2025_13195192,scientific_reports,medical,"itute for clear, unambiguous and cogent medical reasons required to disentitle the pers"
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said th"
jammu_2025_13195192,scientific_reports,medical,"service, as the one line opinion by the medical board in respect of the disability with"
jammu_2025_13195192,scientific_reports,medical,"itute for clear, unambiguous and cogent medical reasons required to disentitle the resp"
jammu_2025_13195192,scientific_reports,medical,"shall be examined afresh by the review medical board to render clear, cogent and speci"
jammu_2025_13195192,scientific_reports,medical,"service'. if the opinion of the review medical board goes in favour of the respondent,"
jammu_2025_13195192,scientific_reports,medical,"hree months from the date of receipt of medical opinion of the review medical board, fa"
jammu_2025_13195192,scientific_reports,medical,"eceipt of medical opinion of the review medical board, failing which the petitioners sh"
jammu_2025_13195192,scientific_reports,medical,ding part of the report of the resurvey medical board that assessed his disability less
jammu_2025_13195192,scientific_reports,medical,"hold the opinion of the second resurvey medical board rendered on 26.03.2002, totally a"
jammu_2025_13195192,scientific_reports,medical,pension where the change of opinion of medical board by subsequent medical board/medic
jammu_2025_13195192,scientific_reports,medical,opinion of medical board by subsequent medical board/medical authority is not supporte
jammu_2025_13195192,scientific_reports,medical,dical board by subsequent medical board/medical authority is not supported by strong re
jammu_2025_13195192,scientific_reports,medical,"rvice. the opinion given by the release medical board is vague and inconclusive, though"
jammu_2025_13195192,scientific_reports,medical,"pt or reject the opinion of the release medical board.  in these circumstances, particu"
jammu_2025_13195192,scientific_reports,medical,"keeping in view the advancement made in medical science, we deem it appropriate to dire"
jammu_2025_13195192,scientific_reports,medical,petitioners to conduct review/re-survey medical board consisting of experts in the fiel
jammu_2025_13195192,scientific_reports,medical,ect the petitioners to convene a review medical board consisting of experts in the fiel
jammu_2025_13195192,scientific_reports,medical,"matters205service. in case, the review medical board is of the opinion that the disabi"
jammu_2025_13195192,scientific_reports,medical,"r aggravated by military service by the medical board, therefore, the wp(c) no.3173/202"
jammu_2025_13195192,scientific_reports,medical,ity pension and that the opinion of the medical board must be respected being an expert
jammu_2025_13195192,scientific_reports,medical,uently being discharged from service on medical grounds any deterioration in his health
jammu_2025_13195192,scientific_reports,medical,d aggravation must be considered by the medical authorities and while determining attri
jammu_2025_13195192,scientific_reports,medical,"tute to a clear, unambiguous and cogent medical reasons, which are necessary to prove d"
jammu_2025_13195192,scientific_reports,medical,nsion. the opinion given by the release medical board is vague and inconclusive; howeve
jammu_2025_13195192,scientific_reports,medical,"he death of the individual, even review medical board cannot be conducted.  in these ci"
jammu_2025_13195192,scientific_reports,medical,"(b) of 2008, entitlement rules guide to medical officers (military pension), 2008, as a"
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said th"
jammu_2025_13195192,scientific_reports,medical,"service, as the one line opinion by the medical board in respect of the disability with"
jammu_2025_13195192,scientific_reports,medical,"ute for a clear, unambiguous and cogent medical reasons required to disentitle the pers"
jammu_2025_13195192,scientific_reports,medical,"te to the clear, unambiguous and cogent medical opinion.  for the foregoing reasons, we"
jammu_2025_13195192,scientific_reports,medical,y ignored by the tribunal. going by the medical opinion of the doctors constituting rsm
jammu_2025_13195192,scientific_reports,medical,o bring the respondent to the re-survey medical board again for assessing his disabilit
jammu_2025_13195192,scientific_reports,medical,dent be placed before the re-assessment medical board in terms of the judgment of the a
jammu_2025_13195192,scientific_reports,medical,sis of the opinion of the re-assessment medical board taken. if the petitioners find th
jammu_2025_13195192,scientific_reports,medical,"f 2008, entitlement rules, the guide to medical officers (military pension), 2008, as a"
jammu_2025_13195192,scientific_reports,medical,which has been assessed by the release medical board at less than 20% (i.e. wp(c) no.3
jammu_2025_13195192,scientific_reports,medical,"0/2025 before we proceed to examine the medical record, we deem it appropriate to recor"
jammu_2025_13195192,scientific_reports,medical,along with connected matters248despite medical advice and not related to military serv
jammu_2025_13195192,scientific_reports,medical,the petitioners shall conduct re-survey medical board to assess the further entitlement
jammu_2025_13195192,scientific_reports,medical,"f 2008, entitlement rules, the guide to medical officers (military pension), 2008, as a"
jammu_2025_13195192,scientific_reports,medical,"f 2008, entitlement rules, the guide to medical officers (military pension), 2008, as a"
jammu_2025_13195192,scientific_reports,medical,"d have by clear, unambiguous and cogent medical evidence established that the disabilit"
jammu_2025_13195192,scientific_reports,medical,"ers259service, we have gone through the medical record produced by the petitioners. the"
jammu_2025_13195192,scientific_reports,medical,etitioners. the relevant portion of the medical opinion is set out below:-  from the re
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said th"
jammu_2025_13195192,scientific_reports,medical,"service, as the one line opinion by the medical board in respect of each disability wit"
jammu_2025_13195192,scientific_reports,medical,"ute for a clear, unambiguous and cogent medical reasons required to disentitle the pers"
jammu_2025_13195192,procedural_docs,ex,sed by the aft in oa no.321/2011 titled ex naik bhagwan wp(c) no.3173/2023 along w
jammu_2025_13195192,procedural_docs,exhibit,"atous degenerations. the majority cases exhibit greater degree of hemiparesis, dysphasi"
jammu_2025_13195192,witness_testimony,deposition,ue fissuring and rupture is followed by deposition of thrombus on the atheromatous plaque
jammu_2025_13195192,legal_deeds,receipt,period of three months from the date of receipt of medical opinion of the review medica
jammu_2025_13195192,legal_deeds,agreement,"der singh(supra). we are, therefore, in agreement with the tribunal that the pcda(p), all"
consumer_2019_73740423,legal_deeds,receipt,"paid within four weeks from the date of receipt of a copy of this order, failing which,"
greentribunal_2023_113167508,scientific_reports,medical,211411to prevent any such incidents and medical facilities are available at the nearest
greentribunal_2023_113167508,scientific_reports,medical,eposition sites by 30.6.2022/30.9.2022. medical waste treatment facilities and quantity
greentribunal_2023_113167508,scientific_reports,medical,eatment facilities and quantity of57bio-medical waste collected from the health care fa
greentribunal_2023_113167508,procedural_docs,ex,"on to stop burning of crop residue. for ex-situ management, biomass based power pl"
greentribunal_2023_113167508,witness_testimony,deposition,"entified suitable sites for collection/ deposition of c&d waste for its management, may id"
greentribunal_2023_113167508,witness_testimony,deposition,d commercial complexes to the c&d waste deposition sites by 30.6.2022/30.9.2022. medical w
greentribunal_2023_113167508,witness_testimony,deposition,"compartments and availability of 'waste deposition centres' have been indicated, but it is"
greentribunal_2023_113167508,legal_deeds,agreement,various districts of the state may make agreement with the authorized plastic waste recyc
greentribunal_2023_113167508,legal_deeds,agreement,thin or outside state by 30.09.2022 and agreement with these authorized agencies may be m
greentribunal_2023_113167508,legal_deeds,agreement,t all these industries have made proper agreement with the hazardous waste disposal facil
greentribunal_2023_113167508,legal_deeds,agreement,ct these unauthorized complexes to make agreement with suitable user charges to be paid t
greentribunal_2023_113167508,legal_deeds,agreement,"exes existing outside mc area, may make agreement with suitable user charges with concern"
greentribunal_2023_113167508,legal_deeds,agreement,"waste. for management of dry waste, no agreement has been made by the bulk waste generat"
greentribunal_2023_113167508,legal_deeds,agreement,tified bulk waste generators and making agreement by bulk waste generators with the conce
greentribunal_2023_113167508,legal_deeds,agreement,2. these bulk waste generators may make agreement with concerned mc for management of dry
greentribunal_2023_113167508,legal_deeds,agreement,ithin or outside state by 30.6.2022 and agreement may be made with these plastic waste pr
greentribunal_2023_113167508,legal_deeds,agreement,the state or58outside by 31.8.2022 and agreement may be made by stakeholders/ mcs with a
greentribunal_2023_113167508,legal_deeds,agreement,wners/ producers may be pursued to make agreement with the plastic waste processing facil
greentribunal_2023_113167508,scientific_reports,medical,recyclers. • ensure that hazardous bio- medical waste is not mixed with the general was
greentribunal_2023_113167508,scientific_reports,medical,clers. • adequate number of common bio- medical facilities should be set up. • the chie
greentribunal_2023_113167508,witness_testimony,deposition,"entified suitable sites for collection/ deposition of c&d waste, whereas, other mcs are ye"
greentribunal_2023_113167508,witness_testimony,deposition,identify suitable sites for collection/ deposition of c&d waste for management of said was
greentribunal_2023_113167508,witness_testimony,deposition,"parate collection of 'c&d waste' to the deposition points, it has been mentioned that ther"
greentribunal_2023_113167508,legal_deeds,agreement,wners/ producers may be pursued to make agreement with plastic waste processing facilitie
greentribunal_2023_113167508,scientific_reports,medical,"he 'adequacy of facilities to treat bio medical waste' activity, 'no gap' should have b"
greentribunal_2023_113167508,scientific_reports,medical,"vernment health care facilities for bio medical waste management, it has been mentioned"
greentribunal_2023_113167508,witness_testimony,deposition,"with separate compartments' and 'waste deposition centers', timeline for compliance is in"
greentribunal_2023_113167508,witness_testimony,deposition,"te collection of c&d waste to c&d waste deposition point', the timeline for compliance is"
greentribunal_2023_113167508,witness_testimony,deposition,river ramganga should be cleaned and no deposition of e- • dpcc may continue further effor
greentribunal_2023_113167508,legal_deeds,agreement,aste generators may be directed to make agreement with concerned mc with suitable user ch
loksabha_2015_24260698,scientific_reports,medical,fixed at par with regular employees and medical cash less card (dgehs card) be provided
loksabha_2015_24260698,procedural_docs,exhibit,"was not attained as a piece of paper to exhibit, but the processes in the cmo had actua"
loksabha_2015_24260698,scientific_reports,medical,t50 title: need to strengthen emergency medical transportation system in the country. ड
punjab_2023_108924261,procedural_docs,fir,against accused for registration of the fir and he was apprehended by the said poli
punjab_2023_108924261,procedural_docs,fir,"y the said police officer. as a result, fir no. 146, u/s 188,134,264ipcat p.s. bads"
punjab_2023_108924261,procedural_docs,fir,accused. copy of written complaint and fir is annexed herewith as annexure c-3 and
punjab_2023_108924261,procedural_docs,fir,both the petitioners to the effect that fir itself could not have been lodged for c
punjab_2023_108924261,procedural_docs,fir,"nd so, police has the power to lodge an fir for committing the offence undersection"
punjab_2023_108924261,procedural_docs,fir,"pc being cognizable, so it is held that fir for commission of said offence can be l"
punjab_2023_108924261,procedural_docs,fir,"m-m-30832-2022section 173cr.p.c. in the fir. ""269. negligent act likely to spread i"
punjab_2023_108924261,procedural_docs,fir,"f the above discussion, it is held that fir in question and filing of the report un"
punjab_2023_108924261,procedural_docs,fir,both the petitions are hereby accepted. fir no.146 dated 08.04.2020 (annexure p-1)
kolkata_2023_183373289,legal_deeds,agreement,"rd. (2) any provision in an arbitration agreement whereby the arbitrators or umpire may,"
kolkata_2023_183373289,legal_deeds,agreement,"h the consent of all the parties to the agreement, enlarge the time for making .the award"
delhidc_2025_96395272,scientific_reports,fsl,"no. 484898 and deposited the same with fsl, rohini which were duly acknowledged as"
delhidc_2025_96395272,scientific_reports,fsl,that he had taken the said articles to fsl rohini at 2:55 pm from the ps on 11.08.
delhidc_2025_96395272,scientific_reports,fsl,"that he had taken the said articles to fsl alone, there was no other police offici"
delhidc_2025_96395272,scientific_reports,fsl,"d thereafter, had taken the articles to fsl after lodging dd entry. he further repl"
delhidc_2025_96395272,scientific_reports,fsl,he said articles which were sent to the fsl. 61.3. this witness was not cross exami
delhidc_2025_96395272,scientific_reports,fsl,"o to take the said seized record to the fsl for their scientific examination, that"
delhidc_2025_96395272,scientific_reports,fsl,"n of custody prior to sending it to the fsl, becomes doubtful and the contention of"
delhidc_2025_96395272,memos_panchnama,seizure memo,h girls. the witness had identified the seizure memo ex. pw 49/a of honda city car. 54.3. th
delhidc_2025_96395272,memos_panchnama,seizure memo,ying these articles as ex. pw 49/b1 and seizure memo was prepared as ex. pw 49/b. he further
delhidc_2025_96395272,memos_panchnama,seizure memo,ex. pw 49/b. he further identified the seizure memo of honda car of the accused as ex. pw 4
delhidc_2025_96395272,memos_panchnama,recovery memo,d. 54.7. the witness had identified the recovery memo of documents recovered at the instance
delhidc_2025_96395272,memos_panchnama,seizure memo,"9/d, ex. pw 49/d-1 to ex pw 49/d-13 and seizure memo of the documents as ex. pw 49/e which w"
delhidc_2025_96395272,memos_panchnama,recovery memo,"documents as ex. pw 49/e which was the recovery memo of the register, diary and other docume"
delhidc_2025_96395272,memos_panchnama,recovery memo,dentified the ex. pw 49/f which was the recovery memo of the documents recovered at the insta
delhidc_2025_96395272,memos_panchnama,recovery memo,. pw 49/f-48. he further identified the recovery memo of the currency notes recovered in case
delhidc_2025_96395272,declarations_confessions,confession,he accused. he further replied that the confession was recorded in hindi and thereafter tr
delhidc_2025_96395272,procedural_docs,fir,"eposed that on that day, the io of case fir no. 54/10 p.s. saket came alongwith acc"
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 94 of 18
delhidc_2025_96395272,procedural_docs,ex,date: 2025.12.26 12:35:42 +0530 same as ex. pw 63/a and the statement of the accus
delhidc_2025_96395272,procedural_docs,ex,"e accused recorded in hindi language as ex. pw63/b. 4.in support of its case, the"
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 4 of 186
delhidc_2025_96395272,procedural_docs,ex,to the registration of this vehicle as ex. pw 2/a. 6.1. this witness was not cros
delhidc_2025_96395272,procedural_docs,ex,ning to registration of this vehicle as ex. pw 3/a. 7.1. this witness was not cros
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 6 of 186
delhidc_2025_96395272,procedural_docs,ex,12.26 12:16:12 +0530 of fixed assets as ex. pw 4/a. 8.1. this witness was not cros
delhidc_2025_96395272,procedural_docs,ex,aining to accused shiv murat dwivedi as ex. pw 5/a and ex.pw 5/b. the witness had
delhidc_2025_96395272,procedural_docs,ex.,ed shiv murat dwivedi as ex. pw 5/a and ex.pw 5/b. the witness had also identified
delhidc_2025_96395272,procedural_docs,ex,e records along with covering letter as ex. pw 5/d1 to d-13. 9.1. this witness was
delhidc_2025_96395272,procedural_docs,ex,"itness had deposed that vide his letter ex. pw 6/a, the witness had identified the"
delhidc_2025_96395272,procedural_docs,ex,puram sent by him to acp mehar singh as ex. pw 6/a1 to ex. pw 6/a5. 10.1. this wit
delhidc_2025_96395272,procedural_docs,ex,im to acp mehar singh as ex. pw 6/a1 to ex. pw 6/a5. 10.1. this witness was not cr
delhidc_2025_96395272,procedural_docs,ex,witness had denied the suggestion that ex. pw 8/a was not an original due to lack
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 8 of 186
delhidc_2025_96395272,procedural_docs,ex,witness had denied the suggestion that ex. pw 8/a was not genuine and had been ma
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 10 of 18
delhidc_2025_96395272,procedural_docs,fir,fficer at ps saket when he had recorded fir no. 54/10 on the basis of rukka prepare
delhidc_2025_96395272,procedural_docs,fir,. the witness had produced the original fir and identified the copy of the same as
delhidc_2025_96395272,procedural_docs,ex,and identified the copy of the same as ex. pw 10/a. he further deposed that the i
delhidc_2025_96395272,procedural_docs,fir,mediately after the registration of the fir. 14.1. this witness has been cross exam
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 12 of 18
delhidc_2025_96395272,procedural_docs,ex,submitted to the police vide letter as ex. pw 11-a. 15.1. this witness was not cr
delhidc_2025_96395272,procedural_docs,ex,"r, new delhi and identified the same as ex. pw 12/a to ex. pw 12/a-14 with regard"
delhidc_2025_96395272,procedural_docs,ex,d identified the same as ex. pw 12/a to ex. pw 12/a-14 with regard to these polici
delhidc_2025_96395272,procedural_docs,ex,o 19.12.2009 and identified the same as ex. pw 13/a running into five pages and fu
delhidc_2025_96395272,procedural_docs,ex,es and further identified the record as ex. pw 13/b which was running into five pa
delhidc_2025_96395272,procedural_docs,ex,tration card and identified the same as ex. pw 13/c along with copy of his id as e
delhidc_2025_96395272,procedural_docs,ex,x. pw 13/c along with copy of his id as ex. pw 13/d. 17.1. this witness was cross
delhidc_2025_96395272,procedural_docs,ex,e of sh. ritesh arora at point a on the ex. pw 15/a. the witness had produced her
delhidc_2025_96395272,procedural_docs,ex,eral manager and identified the same as ex. pw 15/b. 19.1. she further deposed tha
delhidc_2025_96395272,procedural_docs,ex,urat dwivedi and identified the same as ex. pw 15/c. 19.2. this witness was cross
delhidc_2025_96395272,procedural_docs,ex,ichhadhari and identified his report as ex. pw 17/d including the photographs of t
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 21 of 18
delhidc_2025_96395272,procedural_docs,ex,21.14. the witness was confronted with ex. pw 17/a at internal page 6 of the valu
delhidc_2025_96395272,procedural_docs,ex,"d. however, witness was confronted with ex. pw 17/a at internal page 6 of the valu"
delhidc_2025_96395272,procedural_docs,ex,witness had identified the policies as ex. pw 18/a and ex. pw 18/d along with rec
delhidc_2025_96395272,procedural_docs,ex,ntified the policies as ex. pw 18/a and ex. pw 18/d along with receipts ex. pw 18/
delhidc_2025_96395272,procedural_docs,ex,8/a and ex. pw 18/d along with receipts ex. pw 18/c to ex. pw 18/i. 22.1. this wit
delhidc_2025_96395272,procedural_docs,ex,18/d along with receipts ex. pw 18/c to ex. pw 18/i. 22.1. this witness was not cr
delhidc_2025_96395272,procedural_docs,ex,of the statement in the judicial record ex. pw 19/a1 to ex.pw 19/a24 along with co
delhidc_2025_96395272,procedural_docs,ex.,in the judicial record ex. pw 19/a1 to ex.pw 19/a24 along with covering letter as
delhidc_2025_96395272,procedural_docs,ex,pw 19/a24 along with covering letter as ex. pw 19/b. the witness had also produced
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 24 of 18
delhidc_2025_96395272,procedural_docs,ex,6 12:18:22 +0530 identified the same as ex. pw 19/c. 23.1. this witness was not cr
delhidc_2025_96395272,procedural_docs,ex,of ps saket and identified the same as ex pw 20/a vide which six queries were rai
delhidc_2025_96395272,procedural_docs,ex,"ss further deposed that vide his letter ex. pw 20/b, he had replied these queries"
delhidc_2025_96395272,procedural_docs,ex,mbers as mentioned at serial no. 6 a on ex. pw 20/a. 24.2. this witness was not cr
delhidc_2025_96395272,procedural_docs,ex,and witness had identified the same as ex. pw 21/a. the witness also produced and
delhidc_2025_96395272,procedural_docs,ex,t accounts statement of that account as ex. pw 21/b. 25.1. this witness was cross
delhidc_2025_96395272,procedural_docs,ex,ed that he had not certified the record ex. pw 21/b. the witness voluntarily repli
delhidc_2025_96395272,procedural_docs,ex,he witness had identified the record as ex. pw 22/a. the witness had also produced
delhidc_2025_96395272,procedural_docs,ex,t accounts statement of that account as ex. pw 22/b. sc 7058/2016 (43/15/2015 ) st
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 26 of 18
delhidc_2025_96395272,procedural_docs,ex,the witness replied that the documents ex. pw 22/a were issued by the saket branc
delhidc_2025_96395272,procedural_docs,fir,ng with six girls were arrested in case fir no. 47/10 ps saket. the witness further
delhidc_2025_96395272,procedural_docs,fir,entified his detailed statement in case fir no. 47/10 in the trial court. the witne
delhidc_2025_96395272,procedural_docs,fir,sed parveen kumar under itp act besides fir no. 47/10. he further replied that he h
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 30 of 18
delhidc_2025_96395272,procedural_docs,ex,and he had identified the cash memo as ex. pw 26/a. he deposed that the cash memo
delhidc_2025_96395272,procedural_docs,ex,witness had denied the suggestion that ex. pw 26/a was a fabricated bill which wa
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 32 of 18
delhidc_2025_96395272,procedural_docs,ex,is store. he had identified the receipt ex. pw 27/a which was issued against the s
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 33 of 18
delhidc_2025_96395272,procedural_docs,ex,"pur, delhi. he had identified the bills ex. pw 28/a, ex. pw 28/b, ex. pw 28/c whic"
delhidc_2025_96395272,procedural_docs,ex,"e had identified the bills ex. pw 28/a, ex. pw 28/b, ex. pw 28/c which were issued"
delhidc_2025_96395272,procedural_docs,ex,"ied the bills ex. pw 28/a, ex. pw 28/b, ex. pw 28/c which were issued in the name"
delhidc_2025_96395272,procedural_docs,ex,at the signature at point a on the bill ex. pw 28/a were of himself. he replied th
delhidc_2025_96395272,procedural_docs,ex,"witness had denied the suggestion that ex. pw 28/a, ex. pw 28/b were issued to so"
delhidc_2025_96395272,procedural_docs,ex,"denied the suggestion that ex. pw 28/a, ex. pw 28/b were issued to some other pers"
delhidc_2025_96395272,procedural_docs,ex,e had identified the lease agreement as ex. pw 29/a which was executed between his
delhidc_2025_96395272,procedural_docs,fir,roduced before him the case file of the fir no. 54/10 of ps saket through dcp south
delhidc_2025_96395272,procedural_docs,ex,the witness had identified the same as ex. pw 31/a. 35.1. this witness was cross
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 36 of 18
delhidc_2025_96395272,procedural_docs,ex,"nk having branch in sector-18, noida as ex. pw 33/a. he further identified the rec"
delhidc_2025_96395272,procedural_docs,ex,t was forwarded to the acp concerned as ex. pw 33/b. the witness had identified th
delhidc_2025_96395272,procedural_docs,ex,of the said statement of the account as ex. pw 31/a. the witness had identified th
delhidc_2025_96395272,procedural_docs,ex,sh. parveen and identified the same as ex. pw 32/b. the witness further sc 7058/2
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 38 of 18
delhidc_2025_96395272,procedural_docs,ex,etter given by sh. rajender bhardwaj as ex. pw 32/c. 38.1. this witness was cross
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 39 of 18
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 40 of 18
delhidc_2025_96395272,procedural_docs,ex,and witness had identified the same as ex. pw 35/a. the witness had identified th
delhidc_2025_96395272,procedural_docs,ex,rom the house of the accused parveen as ex. p-3. 40.7. the witness further identif
delhidc_2025_96395272,procedural_docs,fir,state vs. shiv murat diwedi anr(mcoca) fir no. 54/2010; ps saket page no. 42 of 18
delhidc_2025_96395272,procedural_docs,ex,rom the house of the accused parveen as ex. p-4. 40.9. the witness had identified
delhidc_2025_96395272,procedural_docs,ex,"mark delta ( in unsealed condition) as ex. pw p-7, ex. p-8 and ex. pw p-9. 40.10."
delhidc_2025_96395272,procedural_docs,ex,"( in unsealed condition) as ex. pw p-7, ex. p-8 and ex. pw p-9. 40.10. this witnes"
delhidc_2025_96395272,procedural_docs,ex,"d condition) as ex. pw p-7, ex. p-8 and ex. pw p-9. 40.10. this witness was cross"
